ISIN,SYMBOL
INE074B01023,PARACABLES
INE620C01013,PARAL
INE702L01010,PARAPRINT
INE162C01024,PARASPETRO
INE598A01015,PAREKHPLAT
INE353B01021,PARRYSUGAR
INE561H01026,PARSVNATH
INE244B01030,PATELENG
INE529D01014,PATINTLOG
INE660F01012,PATNI
INE790C01014,PATSPINLTD
INE160H01019,PBAINFRA
INE904D01019,PDPL
INE105C01023,3PLAND
INE606A01024,AMJLAND
INE600A01019,PEACOCKIND
INE844A01013,PEARLPOLY
INE932A01024,PENIND
INE138A01028,PENINLAND
INE843A01023,PEPL
INE262H01013,PERSISTENT
INE742A01019,PETRONENGG
INE347G01014,PETRONET
INE134E01011,PFC
INE182A01018,PFIZER
INE367G01038,PFOCUS
INE560K01014,PFS
INE179A01014,PGHH
INE602A01015,PHILIPCARB
INE211B01039,PHOENIXLTD
INE318A01026,PIDILITIND
INE603J01014,PIIND
INE889E01010,PIONDIST
INE156C01018,PIONEEREMB
INE542F01012,RNAVAL
INE748E01018,PIRGLASS
INE140A01024,PEL
INE122J01015,PIRPHYTO
INE450D01013,PITTILAM
INE083C01014,PLASTIBLEN
INE491H01018,PLETHICO
INE160A01014,PNB
INE859A01011,PNBGILTS
INE392B01011,PNC
INE332G01032,POCHIRAJU
INE057B01010,POLARIND
INE763A01023,POLARIS
INE633B01018,POLYPLEX
INE063E01038,PONDYOXIDE
INE838E01017,PONNIERODE
INE752E01010,POWERGRID
INE095I01015,PPAP
INE495J01015,PRADIP
INE505C01016,PRAENG
INE074A01025,PRAJIND
INE603A01013,PRAKASH
INE696K01016,PRAKASHSTL
INE308H01022,PRATIBHA
INE283A01014,PRECOT
INE372C01011,PRECWIRE
INE342A01018,PREMIER
INE811K01011,PRESTIGE
IN9623B01058,FELDVR
INE605A01026,PRICOL
INE032B01021,PRIMESECU
INE010A01011,PRSMJOHNSN
INE700C01013,PRITHVI
INE968G01025,PROVOGUE
INE608A01012,PSB
INE474B01017,PSL
INF732E01110,PSUBNKBEES
INE877F01012,PTC
INE034D01031,PTL
INE277B01014,PUNJABCHEM
INE701B01021,PUNJLLOYD
INE323I01011,PURVA
INE362A01016,PVP
INE191H01014,PVRINOX
INF082J01010,QGOLDHALF
INF082J01028,QNIFTY
INE033B01011,QUINTEGRA
INE874F01027,RADAAN
INE944F01028,RADICO
INE028D01025,RAINBOWPAP
INE855B01025,RAIN
INE343B01030,RAJESHEXPO
INE294G01018,RAJOIL
INE296E01026,RAJPALAYAM
INE533D01016,RAJRAYON
INE562B01019,RAJSREESUG
INE952H01019,RAJTV
INE011H01014,RAJVIR
INE613A01012,RALLIS
INE278B01020,RAMANEWS
INE614A01028,RAMCOIND
INE246B01019,RAMCOSYS
INE874I01013,RAMKY
INE005D01015,RAMSARUP
INE625B01014,RANASUG
INE015A01028,RANBAXY
INE222J01013,RANEENGINE
INE384A01010,RANEHOLDIN
INE619C01015,RANKLIN
INE703B01027,RATNAMANI
INE301A01014,RAYMOND
INE244J01017,RBL
INE445K01018,RBN
INE027A01015,RCF
INE330H01018,RCOM
INE020B01018,RECLTD
INE891D01026,REDINGTON
INE056I01017,REFEX
INE385B01031,REIAGROLTD
INE849J01021,REISIXTEN
INE131B01021,RELAXO
INF733I01028,RELBANK
INE013A01015,RELCAPITAL
INF733I01010,RELGOLD
INF205K01DA9,IVZINNIFTY
INE002A01018,RELIANCE
INE621H01010,RELIGARE
INF205K01361,IVZINGOLD
INE036A01016,RELINFRA
INE540B01015,RELMEDIA
INE087H01022,RENUKA
INE461B01014,REPRO
INE774I01023,RESURGERE
INE617A01013,REVATHI
INE209B01025,RICOAUTO
INE046A01015,RIIL
INE722H01016,RGL
INE722J01012,RKDL
INE399G01015,RKFORGE
INE172H01014,RMCL
INE050H01012,RML
INE248H01012,ROHITFERRO
INE283H01019,ROHLTD
INE293A01013,ROLTA
INE924H01018,TARMAT
INE105J01010,RPGLIFE
INE614G01033,RPOWER
INE324L01013,RPPINFRA
INE165B01011,RSSOFTWARE
INE611A01016,RSWM
INE411H01024,RSYSTEMS
INE301D01018,RUBYMILLS
INE413B01023,RUCHINFRA
INE803H01014,RUCHIRA
INE619A01027,RUCHISOYA
INE243A01018,SABERORGAN
INE416A01036,SABTN
INE226H01026,SADBHAV
INE229C01013,SAGCEM
INE586G01017,GULFPETRO
INE114A01011,SAIL
INE623A01011,SAKHTISUG
INE667G01015,SAKSOFT
INE302E01014,SAKTHIFIN
INE190H01016,SAKUMA
INE498E01010,SALONA
INE924A01013,SALORAINTL
INE658G01014,SALSTEEL
INE304D01012,SAMBANDAM
INE699B01027,SAMBHAAV
INE381A01016,SAMTEL
INE583B01015,SANDESH
INE495C01010,SANGAMIND
INE999B01013,SANGHIIND
INE146A01013,SANGHIPOLY
INE263L01013,SANGHVIFOR
INE989A01024,SANGHVIMOV
INE890C01046,SANWARIA
INE385C01013,SARDAEN
INE979A01017,SAREGAMA
INE231F01020,SASKEN
INE176C01016,SATHAISPAT
INE275A01028,SATYAMCOMP
INE104E01014,SAVERA
INE465B01015,SB&TINTL
INE648A01026,SBBJ
INF200K01099,SETFGOLD
INE062A01012,SBIN
INE654A01024,SBT
INE109A01011,SCI
INE497B01018,SEAMECLTD
INE420C01034,SEINVEST
INE818A01017,SELAN
INE105I01012,SELMCL
INE577L01016,STEL
INE431L01016,SERVALL
INE205A01025,VEDL
INE630A01016,SESHAPAPER
INE955I01028,SEZALGLASS
INE553K01019,SGJHL
INE353H01010,SGL
INE640C01011,SHAHALLOYS
INE849C01018,SHALPAINTS
INE631A01022,SHANTIGEAR
INF732E01128,SHARIABEES
INE559D01011,CREST
INE317A01028,SHASUNPHAR
INE790G01023,SHILPAMED
INE510K01019,SHILPI
INE756B01017,SVOGL
INE637H01016,SHIVAMAUTO
INE705C01012,SHIVTEX
INE851B01016,SHLAKSHMI
INE498B01024,SHOPERSTOP
INE318K01017,SHPRE
INE538H01024,SHREEASHTA
INE070A01015,SHREECEM
INE879A01019,SHREERAMA
INE633A01028,SHRENUJ
INE231C01019,SHREYANIND
INE757B01015,SHREYAS
INE722A01011,SHRIRAMCIT
INE964H01014,SEPC
INE635A01023,SHYAMTEL
INE176J01011,SICAGEN
INE075B01012,SICAL
INE003A01024,SIEMENS
INE173A01025,SIL
INE923A01015,SILINV
INE270C01017,SIMBHSUGAR
INE898F01018,SIMPLEX
INE059B01024,SIMPLEXINF
INE429C01035,SINTEX
INE202C01010,SIRPAPER
INE686I01011,SITASHREE
INE076B01010,SIYSIL
INE002L01015,SJVN
INE640A01023,SKFINDIA
INE411D01015,SKMEGGPROD
INE180K01011,BHARATFIN
INE772A01016,SKUMARSYNF
INE178C01020,SMARTLINK
INE294B01019,SMLISUZU
INE215G01021,SMPL
INE812G01017,SMSPHARMA
INE671H01015,SOBHA
INE863A01013,SOFTTECHGR
INE343H01011,SOLARINDS
INE355A01028,SOMANYCERA
INE314C01013,SOMATEX
INE643A01035,JTEKTINDIA
INE269A01021,SONATSOFTW
INE035D01012,SOTL
INE943B01011,SOUISPAT
INE683A01023,SOUTHBANK
INE360B01026,SPANCO
INE232I01014,SPARC
INE409H01028,SPECTACLE
INE376C01020,SPENTEX
INE147A01011,SPIC
INE927C01020,DIGISPICE
INE978G01016,SPLIL
INE937A01023,SPMLINFRA
INE268L01012,SPYL
INE872A01014,SREINFRA
INE647A01010,SRF
INE376A01032,SRGINFOTEC
INE724B01023,SRHHLINDST
INE917H01012,SRHHYPOLTD
INE721A01013,SHRIRAMFIN
INE802C01017,SSWL
INE939A01011,STAR
INE733A01018,STARPAPER
INE655A01013,STCINDIA
INE268A01049,STER
INE324C01038,STERLINBIO
INE334A01015,STERTOOLS
INE090C01019,STINDIA
INE034H01016,SORILINFRA
INE089C01029,STLTECH
INE754A01014,SUBEX
INE287B01021,SUBROS
INE384L01017,SUDAR
INE659A01015,SUDARSCHEM
INE333I01028,SUJANATOW
INE216G01011,SUJANAUNI
INE235C01010,SUMEETINDS
INE519C01017,SUMMITSEC
INE105A01027,SUNCLAYTON
INE108E01023,SUNDARAM
INE660A01013,SUNDARMFIN
INE073D01013,SUNDRMBRAK
INE387A01021,SUNDRMFAST
INE947A01014,SUNFLAG
INE305H01010,SUNILHITEC
INE044A01036,SUNPHARMA
INE805D01026,SUNTECK
INE424H01027,SUNTV
INE091C01017,SUPER
INE662A01027,SUPERSPIN
INE663A01017,SUPPETRO
INE399C01030,SUPRAJIT
INE195A01028,SUPREMEIND
INE550H01011,SUPREMEINF
INE664A01015,WINSOMEDJ
INE357D01010,SURANACORP
INE659D01019,SURANAIND
INE130B01023,SURANAT&P
INE272L01014,SURANASOL
INE411C01017,SURYAJYOTI
INE713B01026,SURYALAXMI
INE249G01020,SURYAPHARM
INE335A01012,SURYAROSNI
INE645H01019,SUTLEJTEX
INE495B01038,SUVEN
INE040H01021,SUZLON
INE277A01016,SWARAJENG
INE225D01019,SYMPHONY
INE602K01014,SYNCOM
INE667A01018,SYNDIBANK
INE123C01018,TAINWALCHM
INE586B01026,TAJGVK
INE142I01023,TAKE
INE187D01011,TALBROAUTO
INE502K01016,TALWALKARS
INE639B01015,TANFACIND
INE483C01032,TANLA
INE388G01018,TANTIACONS
INE747K01017,TARAPUR
INE092A01019,TATACHEM
INE493A01019,TATACOFFEE
INE151A01013,TATACOMM
INE670A01012,TATAELXSI
INE192A01025,TATACONSUM
INE672A01018,TATAINVEST
INE056C01010,TATAMETALI
INE155A01014,TATAMOTORS
IN9155A01012,TATAMTRDVR
INE245A01013,TATAPOWER
INE674A01014,TATASTLLP
INE081A01012,TATASTEEL
INE688A01022,TCI
INE662L01016,TCIDEVELOP
INE911B01018,TCIFINANCE
INE467B01029,TCS
INE669C01028,TECHM
INE286K01024,TECHNO
INE509K01011,TECHNOFAB
INE904H01010,TECPRO
INE391I01018,TELEDATAIT
INE435C01024,TEXINFRA
INE141K01013,TEXMOPIPES
INE621L01012,TEXRAIL
INE305A01015,TFCILTD
INE804H01012,TFL
INE085J01014,THANGAMAYL
INE083B01016,THEMISMED
INE152A01029,THERMAX
INE201K01015,EXPLEOSOL
INE409A01015,THIRUSUGAR
INE332A01027,THOMASCOOK
INE133E01013,TI
INE484C01014,TIDEWATER
INE545H01011,TIIL
INE806C01018,TIL
INE346L01016,TIMBOR
INE289C01025,TIMESGTY
INE508G01029,TIMETECHNO
INE325A01013,TIMKEN
INE422C01014,TINPLATE
INE716B01011,TIPSINDLTD
INE338A01016,TIRUMALCHM
INE280A01010,TITAN
INE148A01019,TNPETRO
INE107A01015,TNPL
INE141D01018,TNTELE
INE944B01019,TODAYS
INE685A01028,TORNTPHARM
INE813H01021,TORNTPOWER
INE849A01012,TRENT
INE391D01019,TRF
INE771B01032,TRICOM
INE064C01014,TRIDENT
INE948A01012,TRIGYN
INE763I01018,TRIL
INE256C01024,TRIVENI
INE910C01018,TTKHLTCARE
INE690A01010,TTKPRESTIG
INE592B01016,TTL
INE517B01013,TTML
INE149A01025,TUBEINVEST
INE122H01027,TULIP
INE474I01012,TULSI
INE463D01016,TULSYAN
INE236G01019,TVSELECT
INE494B01023,TVSMOTOR
INE421C01016,TVSSRICHAK
INE038F01029,TVTODAY
INE783B01029,TWILITAKA
INE615H01012,TWL
INE328C01013,UBENGG
INE696A01025,UBHOLDINGS
INE686F01025,UBL
INE139B01016,UCALFUEL
INE691A01018,UCOBANK
INE516A01017,UFLEX
INE071E01023,UGARSUGAR
INE481G01011,ULTRACEMCO
INE240C01028,UMESLTD
INE351A01035,UNICHEMLAB
INE037A01022,UNIENTER
INE692A01016,UNIONBANK
INE628A01036,UPL
INE950G01015,UNIPLY
INE694A01020,UNITECH
INE695A01019,UNITEDBNK
INE458F01011,UNITEDTEA
INE466H01028,UNITY
INE279A01012,UNIVCABLES
INE018B01012,UPERGANGES
INE228A01035,USHAMART
INE235G01011,USHERAGRO
INF789F01042,UTISUNDER
INE699A01011,UTTAMSTL
INE786F01031,UTTAMSUGAR
INE507B01022,UTVSOF
INE694D01016,VADILALIND
INE884A01019,VAIBHAVGBL
INE051B01013,VAKRANSOFT
INE624C01015,VALECHAENG
INE352A01017,VALUEIND
INE116G01013,VARDHACRLC
INE835A01011,VARDMNPOLY
INE032G01012,VARUN
INE702A01013,VARUNSHIP
INE893I01013,VASCONEQ
INE398A01010,VENKEYS
INE411B01019,VENUSREM
INE386A01015,VESUVIUS
INE951I01019,VGUARD
INE701A01023,VHL
INE048C01017,VICEROY
INE703A01011,VIDEOIND
INE705A01016,VIJAYABANK
INE806F01011,VIJSHAN
INE158H01013,VIKASHMET
INE579C01029,VIMTALABS
INE410B01029,VINATIORGA
INE707A01012,VINDHYATEL
INE250B01029,VINYLINDIA
INE054A01019,VIPIND
INE946H01037,VIPULLTD
INE392A01013,VISAKAIND
INE286H01012,VISASTEEL
INE861A01017,VISESHINFO
INE945H01013,V2RETAIL
INE965A01016,VISUINTL
INE526G01013,VIVIMEDLAB
INE709A01018,VLSFINANCE
INE540H01012,VOLTAMP
INE226A01021,VOLTAS
INE710A01016,VSTIND
INE764D01017,VSTTILLERS
INE825A01012,VTL
INE119G01025,VTXIND
INE956G01020,WABAG
INE342J01019,ZFCVINDIA
INE711A01022,WALCHANNAG
INE107F01022,WANBURY
INE855C01015,WEBELSOLAR
INE080A01014,WEIZMANIND
INE191B01025,WELCORP
INE389K01018,WELINV
INE625G01013,WELENT
INE192B01023,WELSPUNIND
INE274C01019,WENDT
INE715A01015,WHEELS
INE716A01013,WHIRLPOOL
INE210A01017,WILLAMAGOR
INE784B01027,WINSOMYARN
INE075A01022,WIPRO
INE049B01025,WOCKPHARMA
INE100D01014,WSI
INE976A01021,WSTCSTPAPR
INE965H01011,SITINET
INE378A01012,WYETH
INE183H01011,XLENERGY
INE445C01015,XPROINDIA
INE528G01019,YESBANK
INE719A01017,ZANDUREALT
INE256A01028,ZEEL
INE565L01011,ZEELEARN
INE966H01019,ZEEMEDIA
INE318D01020,ZENITHSTL
INE598B01013,ZENITHCOMP
INE899A01017,ZENITHINFO
INE520A01019,ZENSARTECH
INE871B01014,ZICOM
INE206B01013,ZODIACLOTH
INE077B01018,ZODJRDMKJ
INE217A01012,ZUARIIND
INE768C01010,ZYDUSWELL
INE225I01018,ZYLOG
INE199C01026,ADVANIHOTR
INE104F01011,BODHTREE
INE312J01012,COROENGG
INE263B01022,JDORGOCHEM
INE314G01014,KALYANIFRG
INE096L01017,KTIL
INE817A01019,MELSTAR
INE980A01023,PRESSMN
INE431F01018,PKTEA
INE621B01021,PRITHVISOF
INE688D01026,RESPONIND
INE453D01017,SARLAPOLY
INE883G01018,SGFL
INE004H01019,SRICHAMUND
INE932C01012,TOKYOPLAST
INE988A01026,ASIL
INE472B01011,BLUECOAST
INE393A01011,DELTAMAGNT
INF090I01072,FTCPOF5YGR
INE155B01012,HINDSYNTEX
INE277C01012,REGENCERAM
INE651G01027,SUPREMETEX
INE280A01028,TITAN
INE058B01018,ZENITHEXPO
INE132B01011,CHETTINAD
INE725L01011,KARMAENG
INE474C01015,REMSONSIND
INE726L01019,DELPHIFX
INE365D01013,ASHIANA
INE435G01025,DHANUKA
INE180E01014,JEYPORE
INF090I01031,FTCSF5YGRO
INE850E01012,LFIC
INE473I01014,TELEMARINE
INE683C01011,MAITHANALL
INE573K01017,RUSHIL
INE681C01015,KEYFINSERV
INE313D01013,MOHOTAIND
INE040A01026,HDFCBANK
INE613A01020,RALLIS
INE390K01016,WELGLOB
INF209K01IR4,BSLNIFTY
INE224M01013,BGLOBAL
INE878H01016,INVENTURE
INE819L01012,ELGIRUBCO
INE498L01015,L&TFH
INE956G01038,WABAG
INE052A01021,WINDMACHIN
INE126M01010,YAARI
INE603J01022,PIIND
INE338D01028,BODALCHEM
INE336H01015,GAYAPROJ
INE784B01035,WINSOME
INE040M01013,TREEHOUSE
INE228I01012,ASAHISONG
INE816B01019,FILATEX
INE650L01011,BROOKS
INE189I01024,NELCAST
INE184C01028,CIMMCO
INE778A01021,TECHIN
INE419M01019,TDPOWERSYS
INE155A01022,TATAMOTORS
IN9155A01020,TATAMTRDVR
INE219H01039,SRSLTD
INE901L01018,APLLTD
INE457L01011,PGEL
INE245A01021,TATAPOWER
INE007A01025,CRISIL
INE305C01011,PANAMAPET
INE257A01026,BHEL
INE023M01019,PRAKASHCON
INE120A01034,CARBORUNIV
INE440L01017,TIJARIA
INE846H01039,NCOPPER
INE912L01015,ONELIFECAP
INE420C01042,PAISALO
INE060J01017,FLEXITUFF
INE889I01011,TAKSHEEL
INE899L01014,MBSWITCH
INE590L01019,VASWANI
INE573I01011,HIRAFERRO
INF579M01019,IIFLNIFTY
INE479D01038,KRITI
INE316G01019,PANCHSHEEL
INE417C01014,PILANIINVS
INE908D01010,SHAKTIPUMP
INE152M01016,TRITURBINE
INE054A01027,VIPIND
INE337M01013,INDOTHAI
INE592I01029,METKORE
INE122M01019,ESSARSHPNG
INF397L01554,IDBIGOLD
INE955I01036,SEZAL
IN9175A01010,JISLDVREQS
INE417B01040,DSSL
INE205C01013,POLYMED
INE895B01021,RUPA
INE028B01011,SHARONBIO
INE904G01020,RASOYPR
INE806A01012,VIKASGLOB
INE702C01019,APLAPOLLO
INE879E01029,KANANIIND
INE360C01024,DPSCLTD
INE074H01012,SARTHAKIND
INE655B01011,BANARBEADS
INE840D01015,ALPINEHOU
INE672B01032,MUNJALAU
INE319B01014,BYKE
INE222F01011,VTMLTD
INE200F01017,DALMIAREF
INF090I01080,FTCPOF5YDV
INE480M01011,THOMASCOTT
INE225D01027,SYMPHONY
INE921B01025,DBSTOCKBRO
INE343D01010,JAIHINDPRO
INE083C01022,PLASTIBLEN
INE453B01029,COMPUSOFT
INE851C01014,NEOCORP
INE745G01035,MCX
INE743M01012,RHIM
INE842C01013,MINDACORP
INE839M01018,SCHNEIDER
INE875G01030,NDL
INE968G01033,PROVOGE
INF760K01BR1,CRMFGETF
INF247L01072,MGOLD
INE453M01018,NAGAROIL
INE472M01018,MTEDUCARE
INE095N01015,NBCC
INE051B01021,VAKRANGEE
INE750M01017,HEXATRADEX
INE760L01018,TBZ
INE050M01012,VSSL
INE873D01024,INDOCO
INE024L01027,GRAVITA
INE662C01015,CHROMATIC
INE665A01020,SWANENERGY
INE529F01019,SIGNET
INE247M01014,SPECIALITY
INE076H01025,EON
INE211C01037,ARVINDREM
INE488D01021,AVTNPL
INE704H01022,CINELINE
INE774I01031,RMMIL
INE225I01026,ZYLOG
INE213M01016,VKSPL
INE580B01029,GRUH
INE735M01018,SEPOWER
INE834M01019,RTNINDIA
INE436N01029,AMTL
INE031B01031,AJANTPHARM
INE309M01012,PREMIERPOL
INE222F01029,VTMLTD
INE653D01012,SAMINDUS
INE318C01014,SAYAJIHOTL
INE658D01011,SIMPLEXCAS
INE195N01013,PROZONINTU
INE161G01027,MORARJEE
INE026A01025,GSFC
INE602G01020,KITEX
INE040D01012,MAYURUNIQ
INE847C01020,ROSSELLIND
INE885A01032,AMARAJABAT
INE741L01018,DUCON
INE217G01027,PROSEED
INE460N01011,CINEMAXIN
INE105A01035,SUNCLAYLTD
INE098F01023,AMRUTANJAN
INE516K01024,GOENKA
INE725E01024,ORISSAMINE
INE032A01023,BOMDYEING
INE879E01037,KANANIIND
INE459B01018,TCPLTD
INE050A01025,BBTC
INE878I01014,BAFNAPHARM
INE301D01026,RUBYMILLS
INE849C01026,SHALPAINTS
INE840M01016,ZUARI
INE799L01016,TARAJEWELS
INE023M01027,SETUINFRA
INE899L01022,UJAAS
INE752H01013,CARERATING
INE785M01013,PCJEWELLER
INE121J01017,INDUSTOWER
INE861A01058,VISESHINFO
INE196B01016,SHIRPUR-G
INE144J01027,20MICRONS
INE774D01024,M&MFIN
INE665J01013,VMART
INE213M01024,VKSPL
INE533D01024,RAJRAYON
INE106I01010,ANKITMETAL
INE954E01012,MOHITIND
INE559B01023,NAKODA
INE904G01038,RASOYPR
INE607L01029,BILENERGY
INF204K014N5,NIF100BEES
INE612J01015,REPCOHOME
INF109K012R6,ICICINIFTY
INE268L01020,SPYL
INE603J01030,PIIND
INE047O01014,NIBL
INE542A01039,GSCLCEMENT
INE067D01015,VIMALOIL
INE370E01029,VIVIDHA
INE599M01018,JUSTDIAL
INE303D01014,NIVINFRA
INE951D01010,ATULAUTO
INE345B01019,CEREBRAINT
INE442H01029,ASHOKA
INE220J01025,FCONSUMER
INE508A01022,DUNCANSLTD
INE517H01028,ADVANTA
INE876N01018,ORIENTCEM
INE647O01011,ABFRL
INE148I01020,IBULHSGFIN
INE021A01026,ASIANPAINT
INE116A01024,APCOTEXIND
INE421D01022,CCL
INE418N01027,INTEGRA
INF109KA1962,ICICINF100
INE006I01038,ASTRAL
INE333I01036,NTL
INE040D01038,MAYURUNIQ
INE452O01016,FLFL
INE600A01027,PILITA
INE171A01029,FEDERALBNK
INE935O01010,SFCL
INE365D01021,ASHIANA
INE142K01011,LYPSAGEMS
INE231G01010,ORBTEXP
INE147P01019,JPOLYINVST
INE970N01019,NGCT
INE484J01027,GODREJPROP
INE131B01039,RELAXO
INF204KA1EU6,RELNIFTY
INE099F01013,SREEL
INE043K01029,BSLIMITED
INE449G01018,AGRITECH
INE455I01029,KSCL
INE448G01010,NATHBIOGEN
INE650K01013,8KMILES
INE672K01025,CNOVAPETRO
INE665A01038,SWANENERGY
INE028B01029,SHARONBIO
INE411H01032,RSYSTEMS
INE172A01027,CASTROLIND
INE200D01020,MMWL
INE952H01027,RAJTV
INE806A01020,VIKASECO
INE480C01012,SDBL
INF457M01133,CPSEETF
INE574I01027,ARCOTECH
INF204KA1LD7,CONSUMBEES
INE295F01017,BUTTERFLY
INE066O01014,WONDERLA
INF204KA1MS3,DIVOPPBEES
INE204E01012,AGARIND
INE473B01035,HATSUN
INE475E01018,CAPLIPOINT
INE288B01029,DEEPAKNTR
INE077F01035,GOCLCORP
INE432P01015,MAKE
INE072P01019,WELENTRP
INE238A01034,AXISBANK
INF346A01034,ICICISENSX
INE635Q01029,GULFOILLUB
INE176B01034,HAVELLS
INE949H01023,MANINFRA
INE168A01041,J&KBANK
INE150B01021,ALKYLAMINE
INE734N01019,SNOWMAN
INE951D01028,ATULAUTO
INE305C01029,PANAMAPET
INE221J01015,SHARDACROP
INE943B01029,SOUISPAT
INE059D01020,LAOPALA
INE006I01046,ASTRAL
INE712B01010,SUPERHOUSE
INE363M01019,SHEMAROO
INE659A01023,SUDARSCHEM
INE927D01028,JBMA
INE675C01017,CIGNITITEC
INF247L01536,MOM50
INE111Q01013,PDSL
INE637H01024,SHIVAMAUTO
INE062A01020,SBIN
INE272L01022,SURANASOL
INE130B01031,SURANAT&P
INE260B01028,GODFRYPHLP
INE090A01021,ICICIBANK
INF174K01F59,KOTAKBKETF
INE306R01017,INTELLECT
INE573A01042,JKTYRE
INE950M01013,MONTECARLO
INE160A01022,PNB
INE804D01029,INFODRIVE
INF767K01MV5,LICNETFGSC
INE842C01021,MINDACORP
INE982F01036,HATHWAY
INE127I01024,GOODLUCK
INE463A01038,BERGEPAINT
INE045J01018,FCL
INE052I01032,CAMLINFINE
INE341R01014,DTIL
INE165B01029,RSSOFTWARE
INE028A01039,BANKBARODA
INE112A01023,CORPBANK
INE493A01027,TATACOFFEE
INE255D01016,GULPOLY
INE652F01027,CCHHL
INE205C01021,POLYMED
INE112F01014,LAMBODHARA
INE137I01015,GRPLTD
INE451F01016,APOLSINHOT
INE949P01018,GENUSPAPER
INE893J01011,MOLDTKPAC
INE544R01013,GREENLAM
INE475B01022,HIKAL
INE270I01014,VISHNU
INE845D01014,GANECOS
INE802B01019,LINC
INE071D01025,MENONBE
INE782E01017,HESTERBIO
INE412C01015,JMA
INE849L01019,ORTEL
INE669C01036,TECHM
INE031B01049,AJANTPHARM
INE101D01020,GRANULES
INF200KA1580,SETFNIFBK
INE531A01024,KANSAINER
INF200KA1598,SETFNN50
INE859Q01017,MANAKALUCO
INE830Q01018,MANAKCOAT
INE831Q01016,BKMINDST
INE824Q01011,MANAKSTEEL
INE251B01027,ZENTEC
INE216D01026,KSERASERA
INE172N01012,IMAGICAA
INE066P01011,INOXWIND
INE071D01033,MENONBE
INF373I01049,KOTAKGOLD
INE450D01021,PITTIENG
INE113O01014,BLUEBLENDS
INE615H01020,TWL
INE918N01018,VETO
INE366I01010,VRLLOG
INE776I01010,MEP
INE959A01019,PRIVISCL
INE425B01027,BCG
INF754K01EK3,NIFTYEES
INE527H01019,UFO
INE413G01014,TPLPLASTEH
INE570D01018,ARROWGREEN
INE937C01029,NILAINFRA
INE195J01011,PNCINFRA
INE439E01022,SKIPPER
INE045J01026,FCL
INF204KA17D8,NETFNV20
INE988E01028,JMTAUTOLTD
INE914E01024,ALANKIT
INE122R01018,MANPASAND
INE730A01022,ORICONENT
INF200KA1FS1,SETFNIF50
INE875R01011,BALKRISHNA
INE979R01011,SHYAMCENT
INE931S01010,ADANITRANS
INE398R01022,SYNGENE
INE587G01015,KAYA
INE193B01039,AYMSYNTEX
INE898S01029,AURUM
INE529F01027,SIGNET
INE749B01012,ORTINLABSS
INE686A01026,ITDCEM
INE296G01013,MUTHOOTCAP
INE230R01019,RAMASTEEL
INE034S01021,ARVSMART
INE211R01019,POWERMECH
INE836B01017,SATIN
INE597I01010,SHARDAMOTR
INF789FB1X41,UTINIFTETF
INF789FB1X58,UTISENSETF
INE278M01019,NAVKARCORP
INE455O01019,PENPEBS
INE712K01011,SHREEPUSHK
INE844O01022,GUJGASLTD
INE764L01010,SADBHIN
INE208C01025,AEGISCHEM
INE096T01010,PNEUMATIC
INE302M01033,PRABHAT
INE914E01032,ALANKIT
INE010B01027,ZYDUSLIFE
INE218G01025,PALREDTECH
INE176A01028,BATAINDIA
INE737B01033,ADROITINFO
INE112F01022,LAMBODHARA
INE453D01025,SARLAPOLY
INE335K01011,COFFEEDAY
INE092T01019,IDFCFIRSTB
INE790G01031,SHILPAMED
INE646L01027,INDIGO
INE500L01026,SHK
INE871C01020,AVANTIFEED
INE987B01026,NATCOPHARM
INE618N01014,BALAXI
INE150G01012,LUXIND
INE428O01016,AIFL
INE457F01013,SALZERELEC
INE864B01027,UMANGDAIRY
INE039C01024,JAMNAAUTO
INF767K01OS7,LICNETFN50
INF174K01Z71,KOTAKNV20
INE576I01022,JKIL
INE524L01026,KRIDHANINF
INF179KB1KP3,HDFCNIFETF
INF179KB1KQ1,HDFCSENETF
INE405C01035,LINCOLN
INE812G01025,SMSPHARMA
INF754K01EL1,EBANK
INE611L01021,INDTERRAIN
INE540L01014,ALKEM
INE600L01024,LALPATHLAB
INE410P01011,NH
INE461C01038,GREENPLY
INE321D01016,OCCL
INE455T01018,JSLHISAR
INE484I01029,PRECAM
INE985S01024,TEAMLEASE
INE893J01029,MOLDTKPAC
INE306L01010,QUICKHEAL
INE354C01019,BHAGERIA
INE164B01022,KELLTONTEC
INE553C01016,NECCLTD
INE632C01026,VIDHIING
INE696K01024,PRAKASHSTL
INE807F01027,SEQUENT
INE314T01025,GOKULAGRO
INE748T01016,SIMBHALS
INE230R01027,RAMASTEEL
INE484C01022,TIDEWATER
INE372C01029,PRECWIRE
INE192B01031,WELSPUNIND
INE291D01011,KDDL
INE075I01017,HCG
INE865T01018,PDMJEPAPER
INE542C01019,NKIND
INE316L01019,BHARATWIRE
INE483S01012,INFIBEAM
INE526G01021,VIVIMEDLAB
INE988K01017,EQUITAS
INE218G01033,PALREDTEC
INE594H01019,THYROCARE
INE334L01012,UJJIVAN
INE299U01018,CROMPTON
INE883N01014,PARAGMILK
INF767K01PC8,LICNFNHGP
INF754K01EM9,EQ30
INE095N01023,NBCC
INE150G01020,LUXIND
INE526E01018,SHRIPISTON
INF109KB1WF4,ICICIGOLD
INE155C01010,ALBERTDAVD
INE109C01017,ARMANFIN
